   2.00000000   0.00000000 
   1.94526316   0.00000000 
   1.89052632   0.00000000 
   1.83578947   0.00000000 
   1.78105263   0.00000000 
   1.72631579   0.00000000 
   1.67157895   0.00000000 
   1.61684211   0.00000000 
   1.56210526   0.00000000 
   1.50736842   0.00000000 
   1.45263158   0.00000000 
   1.39789474   0.00000000 
   1.34315789   0.00000000 
   1.28842105   0.00000000 
   1.23368421   0.00000000 
   1.17894737   0.00000000 
   1.12421053   0.00000000 
   1.06947368   0.00000000 
   1.01473684   0.00000000 
