   1.70000000   0.00000000 
   1.66105263   0.00000000 
   1.62210526   0.00000000 
   1.58315789   0.00000000 
   1.54421053   0.00000000 
   1.50526316   0.00000000 
   1.46631579   0.00000000 
   1.42736842   0.00000000 
   1.38842105   0.00000000 
   1.34947368   0.00000000 
   1.31052632   0.00000000 
   1.27157895   0.00000000 
   1.23263158   0.00000000 
   1.19368421   0.00000000 
   1.15473684   0.00000000 
   1.11578947   0.00000000 
   1.07684211   0.00000000 
   1.03789474   0.00000000 
